Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
0,2007-10-05,32.38557052612305,35.25069620600811,26.767993469907726,28.90878995513679,855215656
1,2007-10-08,30.7276668548584,33.48011863436938,30.53451150138165,33.48011863436938,126671715
2,2007-10-09,32.82017517089844,33.10990603070133,29.085854182395227,30.743762670622203,116725709
3,2007-10-10,33.12600326538086,33.80204486122549,32.83627240041195,33.67327388987095,67931378
4,2007-10-11,36.828121185302734,38.63089683676507,32.83626362116269,38.63089683676507,106320954
5,2007-10-12,36.5866813659668,37.954858773820646,35.73358338493293,36.05550748089854,99410791
6,2007-10-15,37.069583892822266,37.56856908192053,36.7476596545822,37.343220368601706,41814972
7,2007-10-16,40.85218048095703,41.49603311559861,36.860322090982606,37.11785965173882,138614496
8,2007-10-17,44.03923416137695,45.06938880023695,34.156159031125945,36.69936107341818,204876259
9,2007-10-18,42.493988037109375,48.11156507806141,40.6751178265235,44.747456636582996,146617799
10,2007-10-19,42.34912872314453,44.07142361339064,40.24052314796228,41.52821960924905,110266491
11,2007-10-22,41.78575897216797,43.08954981313224,40.40148274090807,41.49602815932869,72253405
12,2007-10-23,44.763572692871094,45.16597795482985,42.815928605164785,42.815928605164785,74594921
13,2007-10-24,44.07142639160156,46.1961265599384,43.57244136157235,45.713235990139744,63055170
14,2007-10-25,43.97484588623047,45.00500485164343,38.84015425191117,42.5744750435638,34522489
15,2007-10-26,45.29473114013672,46.01906036179189,43.540243056688624,44.74745842611391,62370025
16,2007-10-29,46.212223052978516,47.322863116257366,45.80981786575801,46.03516651715179,43657697
17,2007-10-30,47.24237060546875,48.51396806843824,45.45568938830007,46.839965515976886,79921711
18,2007-10-31,48.2242431640625,49.286595349828254,47.3228574001175,47.48381945556305,44655368
19,2007-11-01,47.14579391479492,49.7855732248209,46.759487622891704,49.41536139102304,50632492
20,2007-11-02,47.9988899230957,48.288625088129564,45.06937992248777,45.4395961075033,32001693
21,2007-11-05,48.98076629638672,50.059212954323584,47.67697101152265,47.96670620796483,38833135
22,2007-11-06,49.62461471557617,52.76337484710276,48.9485731985877,49.83386451773623,81880281
23,2007-11-07,48.900299072265625,51.25034402735297,47.80575764614791,50.54211339463045,33593141
24,2007-11-08,48.06328201293945,49.36707730640477,47.000934173560566,47.64478240745693,27990521
25,2007-11-12,49.222206115722656,50.09140291461179,45.34301816971738,46.614620085430204,35153735
26,2007-11-13,50.397239685058594,51.411299937604646,48.46569468349432,50.05922105633523,43830531
27,2007-11-14,49.7372932434082,51.990762246708975,49.47975130891987,51.28252738483562,36738579
28,2007-11-15,50.57429122924805,51.45958252432335,49.624613366162656,50.670866714888014,29242252
29,2007-11-16,50.22018051147461,51.3630094977053,49.6407144215067,50.34894929823112,18895294
30,2007-11-19,52.039039611816406,53.92229634780653,50.9766918973475,51.36299817243857,40716718
31,2007-11-20,51.23423385620117,53.2784528089781,50.60648010098517,51.82979432744132,26342171
32,2007-11-21,47.24237060546875,51.8458830827058,46.09953753148706,51.54005783451678,26814499
33,2007-11-22,45.61666488647461,48.64275554561221,43.63683213516187,46.74339946957343,34096185
34,2007-11-23,48.642757415771484,48.93248830357522,45.906397528094054,48.610564124598596,27664090
35,2007-11-26,49.029056549072266,50.445521853502896,48.64275021134144,50.445521853502896,20159123
36,2007-11-27,47.82184600830078,49.86606532697377,47.322865299675314,49.86606532697377,20573198
37,2007-11-28,47.113609313964844,49.09344634450187,46.79168516153616,48.868097691251485,16435311
38,2007-11-29,45.842002868652344,48.54616436475616,45.24644242593084,48.288626838031966,25530967
39,2007-11-30,47.612606048583984,47.90233698356052,46.03517818804345,46.679026650825456,18437721
40,2007-12-03,48.288631439208984,48.884191938678406,47.82183971537137,48.1920515827036,16851227
41,2007-12-04,47.6608772277832,49.01296027575765,47.306759823182716,48.61055512652422,14008727
42,2007-12-05,49.560237884521484,49.73729880296924,47.64479163743549,47.741367144678904,27725290
43,2007-12-06,48.642757415771484,51.39520739947117,48.01500352021662,50.63868470560087,24104710
44,2007-12-07,48.43350601196289,49.6407217530561,47.564313298201604,48.948585601437934,11742386
45,2007-12-10,48.48178482055664,49.077340929508885,47.854031061032444,48.900284415989326,8330010
46,2007-12-11,48.25643539428711,49.19001442220266,48.01499231639299,48.91637806064764,11685950
47,2007-12-12,48.2242431640625,48.65884158704053,47.3228574001175,47.644781511008595,16342131
48,2007-12-13,47.419437408447266,48.93248262045978,47.24238087712427,48.28863433728435,14620172
49,2007-12-14,46.95264434814453,47.693072472987815,46.71120124868215,47.258474020680424,10991851
50,2007-12-17,44.11970901489258,47.48381758793816,43.45976199369762,47.22627568952976,19355678
51,2007-12-18,43.92655944824219,45.39131254089077,42.55838185118833,43.62072976823285,21607783
52,2007-12-19,43.12175369262695,45.7293403817135,42.75154176489192,45.343029625413244,19526912
53,2007-12-20,42.68715286254883,44.03923606971298,42.493997494900256,43.68511862341991,17105204
54,2007-12-24,43.990962982177734,44.683099277772314,42.976898055615145,43.33101561994039,16711519
55,2007-12-26,45.326934814453125,45.874207653938115,44.23239350185918,44.23239350185918,20930094
56,2007-12-27,45.64884948730469,46.904352624787386,45.26253881436765,46.2605044141424,44565277
57,2007-12-28,46.00296401977539,46.19611934424949,45.06938067921305,45.55226680721087,18354518
58,2007-12-31,46.34099578857422,46.614632212477304,45.777628478458034,46.357094617260344,11982308
59,2008-01-01,47.194091796875,47.6286902892337,46.1478382694517,46.5824367618104,16687746
60,2008-01-02,46.93655776977539,47.54821285118241,46.24442164169965,47.1940953725648,13437280
61,2008-01-03,48.868099212646484,49.0612545833923,46.0834560807201,46.64682336500943,31815218
62,2008-01-04,48.610557556152344,50.2201782335373,48.28863342067535,49.576329962583316,28011310
63,2008-01-07,48.20814514160156,49.3187806222544,47.69306572897458,48.30472062118012,15858063
64,2008-01-08,46.56633377075195,48.93247680341189,46.00296658994603,48.256435313169746,13282666
65,2008-01-09,45.82591247558594,46.82387821641032,45.713238149522965,46.61462839165095,13113527
66,2008-01-10,44.73136520385742,47.3228568883294,44.42553555526829,46.035160458691195,18023003
67,2008-01-11,45.40740966796875,45.8420081146276,43.62072813534356,45.343023095732086,11629440
68,2008-01-14,46.09953689575195,46.58242299648295,44.76355289033777,45.48788204143427,10264240
69,2008-01-15,44.69917678833008,47.03312682125555,44.32896489776186,46.83997582887257,11558334
70,2008-01-16,43.78170394897461,44.74747663756772,42.67106797691862,44.37726464688239,14834065
71,2008-01-17,44.956722259521484,45.95468805298553,43.00907842448863,43.94265763784171,16169395
72,2008-01-18,42.86421203613281,44.63479482964799,42.49399577711548,44.58650271490614,13254156
73,2008-01-21,35.5726203918457,42.493988271217304,30.98519996302824,42.493988271217304,33202389
74,2008-01-22,31.999265670776367,33.80204163201204,25.415915611941518,32.06365005870885,58755707
75,2008-01-23,35.5726203918457,36.94079776334939,32.51434156142569,32.51434156142569,28425991
76,2008-01-24,35.653106689453125,38.18021202286468,33.96300498044468,37.488076005783945,29911930
77,2008-01-25,37.48807907104492,37.66513561324904,35.97503376604724,37.343211451877266,12550722
78,2008-01-28,37.890480041503906,38.180210881108884,33.96300396480187,36.97299541077532,13601109
79,2008-01-29,37.262725830078125,38.53432785770337,36.699358616943584,37.987055104108244,7679877
80,2008-01-30,35.202415466308594,37.5041722693116,34.7356237014921,37.343210194047394,9016102
81,2008-01-31,32.900657653808594,35.669206320392696,32.51434909603098,35.572628635151304,41538563
82,2008-02-01,34.04349136352539,34.28493450275073,33.15819985303248,33.46402739274695,9089201
83,2008-02-04,35.797969818115234,36.2164716034812,34.68733206005035,34.68733206005035,12009385
84,2008-02-05,36.90861511230469,37.39150138251176,35.08974436779992,35.86236152685602,14593303
85,2008-02-06,36.5866813659668,37.021279768795374,34.542464666497665,35.894545432915734,12429218
86,2008-02-07,34.864402770996094,37.327124404568195,34.63905624991333,36.08771526383043,11300078
87,2008-02-08,33.9630126953125,35.37947833801124,33.335258742818844,35.089747423928216,13514197
88,2008-02-11,31.564659118652344,34.445881024156236,31.226638439902974,34.445881024156236,15133331
89,2008-02-12,31.001304626464844,32.723599813088,30.743764853251847,32.514349975395696,10237627
90,2008-02-13,30.55059814453125,31.950966357695968,29.922846725996234,31.54856132232903,10395753
91,2008-02-14,33.22257995605469,33.56060074388351,31.22664851675604,31.22664851675604,12514003
92,2008-02-15,34.17225646972656,34.44589287120437,32.20851827640877,33.093809691182095,12080990
93,2008-02-18,33.979095458984375,34.944869934150596,33.689364644665766,34.944869934150596,6977153
94,2008-02-19,33.608882904052734,34.67123283922573,33.35134319504299,34.590751816609405,7226542
95,2008-02-20,32.771881103515625,33.303057190378766,32.401669253461456,33.28696054837911,5604999
96,2008-02-21,32.99723815917969,33.5606054908504,32.59483292227204,33.30306570259187,3874365
97,2008-02-22,32.5787239074707,32.78797367794463,31.564661785544676,31.90268249285335,2691220
98,2008-02-25,32.85237503051758,33.254780322584146,32.06366109470479,32.96504938557159,6270186
99,2008-02-26,32.98113250732422,33.447922018039144,32.82017045651303,33.15819119985402,7139423
100,2008-02-27,34.91267776489258,36.63497043061831,33.46401928071084,33.46401928071084,43223132
101,2008-02-28,35.89455032348633,36.16818671561459,34.76781583409105,35.250702043831886,35763847
102,2008-02-29,35.37946319580078,36.37742868729784,34.80000161564102,35.66919616906799,16477462
103,2008-03-03,33.898616790771484,35.0253533929145,33.51230828376718,33.83423240346871,10049153
104,2008-03-04,33.029415130615234,34.25272696383707,32.19241390602244,34.123958216418856,11485198
105,2008-03-05,33.64108657836914,33.802048673324244,32.22461883285135,33.190391402581966,8581053
106,2008-03-07,31.918787002563477,33.1581958405475,30.5828004839386,33.1581958405475,14251925
107,2008-03-10,31.8055362701416,32.03202484933756,29.977447216467244,31.96731414017483,11713659
108,2008-03-11,34.42634582519531,34.74990163276941,30.80252121921611,31.546697821233924,19665129
109,2008-03-12,33.5527458190918,35.59114785996613,33.22919000924677,35.36465923192526,12262350
110,2008-03-13,28.942075729370117,33.0027041120274,28.149364368507246,32.67914827540962,47000084
111,2008-03-14,30.931936264038086,31.061357682586248,29.15237969061045,29.750956494211703,35798540
112,2008-03-17,29.71861457824707,30.34954809562583,29.087681060868313,30.34954809562583,19211273
113,2008-03-18,29.977449417114258,30.559850230838528,29.18473604035605,29.670069686084116,12632937
114,2008-03-19,30.155410766601562,33.585101142554414,29.96127639687165,31.384921127379876,16449023
